geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000203836,1,5.9185,"[9.48, 9.48, 6.15, 3.95, 3.69, 3.7, 9.76, 8.7, 3.02, 2.94, 1.16, 0.79, 0.79, 0.79, 0.79, 0.72, 8.46, 16.12, 24.49, 3.39]",95,3.0855,"[0.0, 0.0, 1.12, 1.47, 0.0, 0.01, 8.0, 1.49, 0.0, 0.01, 0.35, 0.0, 0.0, 0.0, 0.03, 0.2, 3.33, 0.01, 43.18, 2.51]",95,45.94,NBPF24,,,,,,,,,",9.48,9.48,6.15,3.95,3.69,3.7,9.76,8.7,3.02,2.94,1.16,0.79,0.79,0.79,0.79,0.72,8.46,16.12,3.39",",0,0,1.12,1.47,0,0.01,8,1.49,0,0.01,0.35,0,0,0,0.03,0.2,3.33,0.01,2.51",,
ENSG00000203852,1,0.36,[0.36],100,0,[0.0],100,61.23,HIST2H3A,,,,,,,,,",0.36",",0",,
ENSG00000203871,6,32.18,"[33.59, 30.77]",0,24.405,"[29.67, 19.14]",50,46.39,C6orf164,,,,,,,,,,",19.14",,
ENSG00000204060,1,30.21,"[31.75, 28.67]",0,13.09,"[14.02, 12.16]",100,58.03,FOXO6,,,,,,,,,,",14.02,12.16",,
ENSG00000204147,10,10.262,"[32.47, 5.79, 5.81, 3.44, 3.8]",80,20.302,"[93.36, 4.95, 0.99, 0.33, 1.88]",80,38.24,ASAH2B,,,,,,,,,",5.79,5.81,3.44,3.8",",4.95,0.99,0.33,1.88",,
ENSG00000204152,10,6.075,"[2.45, 11.31, 9.67, 6.75, 3.85, 2.42]",100,2.613333333,"[2.96, 12.25, 0.01, 0.11, 0.0, 0.35]",100,38.87,TIMM23B,,,,,,,,,",2.45,11.31,9.67,6.75,3.85,2.42",",2.96,12.25,0.01,0.11,0,0.35",,
ENSG00000204169,10,15.56571429,"[21.88, 14.22, 13.23, 17.83, 19.18, 14.88, 7.74]",85.71428571,16.21857143,"[52.63, 5.76, 1.44, 19.44, 14.32, 17.61, 2.33]",85.71428571,40.81,AGAP7,,,,,,,,,",14.22,13.23,17.83,19.18,14.88,7.74",",5.76,1.44,19.44,14.32,17.61,2.33",,
ENSG00000204172,10,4.99,"[3.17, 4.17, 12.13, 4.59, 3.99, 3.99, 3.94, 3.94]",100,4.84625,"[0.02, 0.0, 38.75, 0.0, 0.0, 0.0, 0.0, 0.0]",87.5,41.24,AGAP10,,,,,,,,,",3.17,4.17,12.13,4.59,3.99,3.99,3.94,3.94",",0.02,0,0,0,0,0,0",,
ENSG00000204179,10,4.092,"[1.85, 2.89, 1.8, 1.6, 7.96, 6.88, 3.82, 6.33, 6.24, 1.55]",100,1.83,"[0.02, 2.57, 0.0, 0.01, 2.16, 2.33, 0.05, 0.0, 10.96, 0.2]",100,36.87,PTPN20A,610630,PTPN20A,"Protein tyrosine phosphatase, nonreceptor-type, 20A",PTPN20,26095,ENSG00000204179,,,",1.85,2.89,1.8,1.6,7.96,6.88,3.82,6.33,6.24,1.55",",0.02,2.57,0,0.01,2.16,2.33,0.05,0,10.96,0.2",,
ENSG00000204237,17,34.095,"[33.96, 34.23]",0,34.895,"[57.37, 12.42]",50,62.12,OXLD1,,,,,,,,,,",12.42",,
ENSG00000204306,11,25.3,"[20.26, 30.34]",0,18.525,"[8.04, 29.01]",50,62.54,AP002348.1,,,,,,,,,,",8.04",,
ENSG00000204365,10,31.8625,"[33.52, 34.66, 28.74, 30.53]",0,24.52,"[18.34, 28.75, 19.0, 31.99]",50,43.02,C10orf126,,,,,,,,,,",18.34,19",,
ENSG00000204449,11,12.10666667,"[16.73, 8.4, 4.02, 11.31, 11.04, 21.14]",83.33333333,20.69833333,"[36.68, 10.77, 2.21, 9.92, 7.96, 56.65]",66.66666667,39.78,TRIM49C,,,,,,,,,",16.73,8.4,4.02,11.31,11.04",",10.77,2.21,9.92,7.96",,
ENSG00000204478,1,5.77,"[15.06, 1.46, 0.79]",100,13.81333333,"[40.35, 1.09, 0.0]",66.66666667,47.51,PRAMEF20,,,,,,,,,",15.06,1.46,0.79",",1.09,0",,
ENSG00000204480,1,4.876666667,"[7.57, 3.53, 3.53]",100,10.06666667,"[30.2, 0.0, 0.0]",66.66666667,49.22,PRAMEF19,,,,,,,,,",7.57,3.53,3.53",",0,0",,
ENSG00000204481,1,4.33,"[11.59, 0.7, 0.7]",100,12.36,"[37.08, 0.0, 0.0]",66.66666667,46.5,PRAMEF14,,,,,,,,,",11.59,0.7,0.7",",0,0",,
ENSG00000204486,1,1.323333333,"[3.05, 0.84, 0.08]",100,1.9,"[4.41, 1.29, 0.0]",100,47.44,PRAMEF21,,,,,,,,,",3.05,0.84,0.08",",4.41,1.29,0",,
ENSG00000204488,1,4.326666667,"[2.67, 3.29, 7.02]",100,7.573333333,"[0.07, 3.91, 18.74]",100,50.08,PRAMEF16,,,,,,,,,",2.67,3.29,7.02",",0.07,3.91,18.74",,
ENSG00000204491,1,5.653333333,"[10.88, 3.04, 3.04]",100,11.85,"[35.55, 0.0, 0.0]",66.66666667,51.55,PRAMEF18,,,,,,,,,",10.88,3.04,3.04",",0,0",,
ENSG00000204495,1,3.083333333,"[7.83, 0.71, 0.71]",100,8.266666667,"[24.8, 0.0, 0.0]",66.66666667,46.54,PRAMEF13,,,,,,,,,",7.83,0.71,0.71",",0,0",,
ENSG00000204501,1,1.366666667,"[1.57, 1.32, 1.21]",100,0.02,"[0.0, 0.06, 0.0]",100,48.16,PRAMEF9,,,,,,,,,",1.57,1.32,1.21",",0,0.06,0",,
ENSG00000204502,1,7.76,"[15.6, 3.94, 3.74]",100,1.463333333,"[0.43, 3.56, 0.4]",100,47.44,PRAMEF5,,,,,,,,,",15.6,3.94,3.74",",0.43,3.56,0.4",,
ENSG00000204503,1,26.25,"[32.06, 24.49, 22.2]",0,2.006666667,"[0.17, 5.84, 0.01]",100,49.27,PRAMEF3,,,,,,,,,,",0.17,5.84,0.01",,
ENSG00000204508,1,7.43,"[1.87, 17.03, 3.39]",100,9.75,"[0.02, 27.79, 1.44]",66.66666667,51.46,PRAMEF22,,,,,,,,,",1.87,17.03,3.39",",0.02,1.44",,
ENSG00000204510,1,9.68,"[1.49, 2.24, 25.31]",66.66666667,17.30666667,"[0.03, 0.2, 51.69]",66.66666667,49.85,PRAMEF7,,,,,,,,,",1.49,2.24",",0.03,0.2",,
ENSG00000204677,5,20.31333333,"[8.22, 16.3, 3.57, 37.63, 26.31, 32.82, 8.27, 25.16, 24.54]",44.44444444,44.91,"[10.08, 12.37, 2.68, 84.23, 55.61, 81.67, 5.04, 83.67, 68.84]",44.44444444,44.85,FAM153C,,,,,,,,,",8.22,16.3,3.57,8.27",",10.08,12.37,2.68,5.04",,
ENSG00000204709,6,33.56,"[33.13, 33.99]",0,19.455,"[12.13, 26.78]",50,48.26,C6orf100,,,,,,,,,,",12.13",,
ENSG00000204775,8,1.95,"[2.21, 2.12, 2.08, 6.17, 6.54, 2.36, 0.72, 0.54, 0.5, 0.5, 0.5, 0.5, 0.5, 2.06]",100,1.622857143,"[0.68, 2.25, 2.62, 7.89, 6.19, 1.16, 0.67, 0.17, 0.04, 0.0, 0.0, 0.0, 0.0, 1.05]",100,67.38,KM-PA-2,,,,,,,,,",2.21,2.12,2.08,6.17,6.54,2.36,0.72,0.54,0.5,0.5,0.5,0.5,0.5,2.06",",0.68,2.25,2.62,7.89,6.19,1.16,0.67,0.17,0.04,0,0,0,0,1.05",,
ENSG00000204779,9,13.42,[13.42],100,8.58,[8.58],100,54.23,FOXD4L5,,,,,,,,,",13.42",",8.58",,
ENSG00000204788,9,30.86,[30.86],0,1.43,[1.43],100,43.84,CR769776.1,,,,,,,,,,",1.43",,
ENSG00000204790,9,11.07866667,"[7.0, 25.17, 8.72, 25.57, 6.81, 4.31, 3.19, 27.84, 3.59, 15.68, 13.25, 0.29, 21.22, 3.06, 0.48]",73.33333333,16.57666667,"[3.91, 32.56, 2.68, 25.35, 5.6, 0.27, 0.11, 79.62, 0.25, 0.0, 20.45, 0.0, 76.57, 1.28, 0.0]",66.66666667,36.05,CBWD6,,,,,,,,,",7,8.72,6.81,4.31,3.19,3.59,15.68,13.25,0.29,3.06,0.48",",3.91,2.68,5.6,0.27,0.11,0.25,0,0,1.28,0",,
ENSG00000204793,9,11.6,[11.6],100,5.37,[5.37],100,55.96,FOXD4L6,,,,,,,,,",11.6",",5.37",,
ENSG00000204814,9,32.59,"[31.84, 33.34]",0,18.38,"[28.82, 7.94]",50,48.41,RP11-160N1.10,,,,,,,,,,",7.94",,
ENSG00000204828,9,7.21,[7.21],100,0,[0.0],100,54.23,FOXD4L2,,,,,,,,,",7.21",",0",,
ENSG00000204848,9,5.585,"[0.92, 1.99, 16.09, 3.34]",100,10.9275,"[0.07, 0.15, 41.29, 2.2]",75,53.06,SPATA31A2,,,,,,,,,",0.92,1.99,16.09,3.34",",0.07,0.15,2.2",,
ENSG00000204849,9,2.085,"[2.76, 1.76, 1.48, 2.34]",100,3.1625,"[4.94, 0.6, 2.77, 4.34]",100,52.91,SPATA31A1,,,,,,,,,",2.76,1.76,1.48,2.34",",4.94,0.6,2.77,4.34",,
ENSG00000204876,7,34.725,"[34.74, 34.71]",0,18.93,"[26.18, 11.68]",50,50.67,AC021218.2,,,,,,,,,,",11.68",,
ENSG00000204918,13,19.13,"[21.24, 17.02]",50,0.125,"[0.24, 0.01]",100,49.77,PRR20B,,,,,,,,,",17.02",",0.24,0.01",,
ENSG00000204919,13,24.84,"[24.85, 24.83]",0,0.06,"[0.12, 0.0]",100,49.77,PRR20A,,,,,,,,,,",0.12,0",,
ENSG00000204950,11,31.74,[31.74],0,12.58,[12.58],100,67.57,LRRC10B,,,,,,,,,,",12.58",,
ENSG00000204977,13,31.7,"[29.57, 33.83]",0,37.885,"[0.79, 74.98]",50,41.26,TRIM13,605661,"TRIM13, RFP2, LEU5",Tripartite motif-containing protein 13,TRIM13,10206,ENSG00000204977,,,,",0.79",,
ENSG00000204978,19,32.485,"[32.23, 32.74]",0,22.9,"[8.02, 37.78]",50,50.31,C19orf69,,,,,,,,,,",8.02",,
ENSG00000205018,16,24.975,"[34.08, 15.87]",50,23.655,"[1.69, 45.62]",50,56.42,RP11-830F9.6,,,,,,,,,",15.87",",1.69",,
ENSG00000205020,17,5.88,"[2.9, 5.05, 9.69]",100,14.48666667,"[0.23, 7.06, 36.17]",66.66666667,49.11,CCL4L1,,,,,,,,,",2.9,5.05,9.69",",0.23,7.06",,
ENSG00000205021,17,10.08666667,"[12.48, 6.27, 11.51]",100,12.39666667,"[9.08, 1.48, 26.63]",66.66666667,52.65,CCL3L1,,,,,,,,,",12.48,6.27,11.51",",9.08,1.48",,
ENSG00000205076,19,11.7075,"[10.55, 13.13, 7.58, 15.57]",100,7.57,"[0.99, 26.4, 0.49, 2.4]",75,58.52,LGALS7,600615,LGALS7,"Lectin, galactoside-binding, soluble, 7 (galectin 7)",LGALS7,3963,ENSG00000205076,,,",10.55,13.13,7.58,15.57",",0.99,0.49,2.4",,
ENSG00000205097,4,8.5825,"[8.14, 22.15, 3.78, 0.26]",75,12.71,"[0.55, 50.2, 0.08, 0.01]",75,44.2,FRG2,609032,FRG2,Facioscapulohumeral muscular dystrophy region gene 2,FRG2,448831,ENSG00000205097,,,",8.14,3.78,0.26",",0.55,0.08,0.01",,
ENSG00000205106,11,33.23,"[32.97, 33.49]",0,29.005,"[42.24, 15.77]",50,58.36,CTD-2210P24.4,,,,,,,,,,",15.77",,
ENSG00000205116,1,23.82,"[31.1, 16.54]",50,6.14,"[7.2, 5.08]",100,70.6,TMEM88B,,,,,,,,,",16.54",",7.2,5.08",,
ENSG00000205147,19,34.99,[34.99],0,13.94,[13.94],100,58.68,AC016586.1,,,,,,,,,,",13.94",,
ENSG00000205176,8,14.94,[14.94],100,8.11,[8.11],100,52.65,REXO1L1P,,,,,,,,,",14.94",",8.11",,
ENSG00000205177,11,31.44,"[33.55, 29.33]",0,24.92,"[37.62, 12.22]",50,53.99,C11orf91,,,,,,,,,,",12.22",,
ENSG00000205236,7,15.84571429,"[2.73, 5.58, 28.22, 60.94, 6.66, 4.81, 1.98]",71.42857143,10.25714286,"[0.26, 0.03, 10.46, 57.53, 1.93, 1.43, 0.16]",85.71428571,55.71,RP11-514P8.6,,,,,,,,,",2.73,5.58,6.66,4.81,1.98",",0.26,0.03,10.46,1.93,1.43,0.16",,
ENSG00000205238,7,6.83,"[4.56, 26.99, 5.09, 3.41, 1.92, 0.97, 4.87]",85.71428571,3.527142857,"[0.88, 13.08, 3.46, 7.13, 0.05, 0.06, 0.03]",100,51.28,SPDYE2,617624,"SPDYE2, SPDYB2L1","SPEEDY/RINGO cell cycle regulator family, member E2",SPDYE2,441273,ENSG00000205238,,,",4.56,5.09,3.41,1.92,0.97,4.87",",0.88,13.08,3.46,7.13,0.05,0.06,0.03",,
ENSG00000205281,15,3.067777778,"[6.28, 2.13, 3.25, 3.15, 2.11, 3.0, 2.69, 2.51, 2.49]",100,5.416666667,"[24.92, 7.9, 2.35, 12.21, 1.35, 0.01, 0.01, 0.0, 0.0]",88.88888889,53.7,GOLGA6L10,,,,,,,,,",6.28,2.13,3.25,3.15,2.11,3,2.69,2.51,2.49",",7.9,2.35,12.21,1.35,0.01,0.01,0,0",,
ENSG00000205301,4,32.30454545,"[33.17, 33.53, 32.11, 29.65, 29.15, 33.74, 32.85, 32.09, 32.97, 32.02, 34.07]",0,14.00272727,"[2.93, 12.26, 17.63, 6.17, 22.99, 26.32, 7.66, 12.72, 6.32, 8.69, 30.34]",72.72727273,36.28,RP11-542P2.1,610310,LOC152586,LOC152586 gene,MGAT4D,152586,ENSG00000205301,,,,",2.93,12.26,17.63,6.17,7.66,12.72,6.32,8.69",,
ENSG00000205307,7,31.985,"[32.53, 31.41, 31.62, 32.38]",0,14.675,"[5.7, 21.07, 11.91, 20.02]",50,66.38,SAP25,,,,,,,,,,",5.7,11.91",,
ENSG00000205457,16,11.795,"[12.47, 11.12]",100,0.095,"[0.0, 0.19]",100,43.88,TP53TG3C,,,,,,,,,",12.47,11.12",",0,0.19",,
ENSG00000205502,15,29.09,[29.09],0,9.79,[9.79],100,67.12,C2CD4B,610344,"C2CD4B, NLF2",C2 calcium-dependent domain containing 4B,C2CD4B,388125,ENSG00000205502,,,,",9.79",,
ENSG00000205549,9,34.32,"[33.38, 33.24, 35.67, 34.99]",0,25.8975,"[19.6, 33.23, 33.42, 17.34]",50,44.01,C9orf92,,,,,,,,,,",19.6,17.34",,
ENSG00000205571,5,3.3675,"[1.95, 0.38, 0.38, 0.38, 0.38, 0.39, 1.07, 22.01]",87.5,7.0575,"[2.66, 0.0, 0.0, 0.0, 0.0, 0.16, 0.93, 52.71]",87.5,42.27,SMN2,601627,SMN2,"Survival of motor neuron 2, centromeric",SMN2,6607,ENSG00000205571,,"{Spinal muscular atrophy, type III, modifier of}, 253400 (3), Autosomal recessive",",1.95,0.38,0.38,0.38,0.38,0.39,1.07",",2.66,0,0,0,0,0.16,0.93",,
ENSG00000205572,5,7.316666667,"[2.84, 2.84, 16.27]",100,3.506666667,"[0.0, 0.0, 10.52]",100,43.63,SERF1B,,,,,,,,,",2.84,2.84,16.27",",0,0,10.52",,
ENSG00000205595,4,7.206,"[7.53, 9.8, 5.2, 8.78, 4.72]",100,13.28,"[3.22, 41.05, 5.57, 15.79, 0.77]",80,36.9,AREGB,,,,,,,,,",7.53,9.8,5.2,8.78,4.72",",3.22,5.57,15.79,0.77",,
ENSG00000205609,16,5.0805,"[9.62, 9.57, 9.57, 9.57, 8.97, 4.77, 1.29, 0.47, 0.54, 0.54, 0.54, 12.65, 3.84, 4.81, 4.8, 4.8, 4.8, 4.8, 4.66, 1.0]",100,3.6025,"[0.07, 0.03, 0.0, 0.02, 0.03, 0.09, 1.67, 0.08, 0.0, 0.0, 0.01, 62.51, 7.1, 0.0, 0.0, 0.0, 0.0, 0.01, 0.04, 0.39]",95,47.26,EIF3CL,,,,,,,,,",9.62,9.57,9.57,9.57,8.97,4.77,1.29,0.47,0.54,0.54,0.54,12.65,3.84,4.81,4.8,4.8,4.8,4.8,4.66,1",",0.07,0.03,0,0.02,0.03,0.09,1.67,0.08,0,0,0.01,7.1,0,0,0,0,0.01,0.04,0.39",,
ENSG00000205707,12,33.61,"[33.33, 33.89]",0,32.545,"[18.33, 46.76]",50,38.05,LYRM5,,,,,,,,,,",18.33",,
ENSG00000205718,19,5.825,"[5.18, 6.47]",100,1.975,"[0.25, 3.7]",100,47.66,MBD3L4,,,,,,,,,",5.18,6.47",",0.25,3.7",,
ENSG00000205745,7,32.045,"[30.65, 33.44]",0,29.305,"[41.01, 17.6]",50,51.24,PP13004,,,,,,,,,,",17.6",,
ENSG00000205791,12,33.54,"[34.19, 32.89]",0,27.125,"[39.35, 14.9]",50,45.24,LOH12CR2,,,,,,,,,,",14.9",,
ENSG00000205857,12,30.09,"[29.05, 33.82, 34.96, 22.53]",0,19.205,"[12.08, 34.29, 22.02, 8.43]",50,45.03,NANOGNB,,,,,,,,,,",12.08,8.43",,
ENSG00000205858,7,31.90555556,"[31.68, 34.08, 32.3, 31.49, 32.06, 33.19, 28.37, 32.23, 31.75]",0,22.63888889,"[38.88, 36.72, 19.9, 12.65, 24.24, 19.51, 17.54, 11.4, 22.91]",55.55555556,38.87,LRRC72,,,,,,,,,,",19.9,12.65,19.51,17.54,11.4",,
ENSG00000205899,17,27.1,[27.1],0,3.23,[3.23],100,76.39,BHLHA9,615416,"BHLHA9, BHLHF42, MSSD, CCSPD","Basic helix-loop-helix family, member A9",BHLHA9,727857,ENSG00000205899,mutation identified in 1 CCSPD family,"?Camptosynpolydactyly, complex, 607539 (3), Autosomal recessive; Syndactyly, mesoaxial synostotic, with phalangeal reduction, 609432 (3), Autosomal recessive",,",3.23",,
ENSG00000205922,19,25.06,"[20.24, 29.88]",0,16.55,"[5.39, 27.71]",50,59.13,ONECUT3,611294,"ONECUT3, OC3",One cut homeobox 3,ONECUT3,390874,ENSG00000205922,,,,",5.39",,
ENSG00000206043,18,33.4275,"[33.24, 34.19, 33.89, 33.68, 33.73, 30.74, 32.75, 33.24, 34.57, 33.66, 34.01, 33.43]",0,21.42416667,"[19.01, 19.43, 14.28, 29.29, 25.35, 14.28, 12.4, 19.41, 27.62, 17.15, 43.62, 15.25]",66.66666667,36.67,C18orf63,,,,,,,,,,",19.01,19.43,14.28,14.28,12.4,19.41,17.15,15.25",,
ENSG00000206047,8,24.06,"[24.06, 24.06]",0,0,"[0.0, 0.0]",100,43.75,DEFA1,125220,"DEFA1, DEF1, MRS","Defensin, alpha-1, myeloid-related sequence",DEFA1,1667,ENSG00000206047,,,,",0,0",,
ENSG00000206127,15,7.800526316,"[12.24, 8.38, 7.75, 9.22, 21.0, 2.5, 2.11, 2.11, 2.09, 1.74, 2.61, 17.27, 10.43, 13.77, 15.37, 5.25, 2.04, 6.55, 5.78]",94.73684211,8.448947368,"[0.06, 0.25, 11.61, 16.83, 51.67, 1.41, 0.0, 0.0, 0.01, 0.11, 0.27, 24.0, 12.36, 6.63, 25.86, 4.67, 2.2, 0.25, 2.34]",84.21052632,53.32,GOLGA8O,,,,,,,,,",12.24,8.38,7.75,9.22,2.5,2.11,2.11,2.09,1.74,2.61,17.27,10.43,13.77,15.37,5.25,2.04,6.55,5.78",",0.06,0.25,11.61,16.83,1.41,0,0,0.01,0.11,0.27,12.36,6.63,4.67,2.2,0.25,2.34",,
ENSG00000212670,1,32.6,[32.6],0,11.79,[11.79],100,49.13,AL161915.1,,,,,,,,,,",11.79",,
ENSG00000212673,1,33.59,[33.59],0,11.75,[11.75],100,37.02,AL136115.1,,,,,,,,,,",11.75",,
ENSG00000212768,15,33.04,[33.04],0,17.34,[17.34],100,32.38,AC114546.1,,,,,,,,,,",17.34",,
ENSG00000213002,8,33.24,[33.24],0,12.9,[12.9],100,28.86,AC120194.1,,,,,,,,,,",12.9",,
ENSG00000213015,19,32.18,[32.18],0,14.01,[14.01],100,57.45,ZNF580,617888,ZNF580,Zinc finger protein 580,ZNF580,51157,ENSG00000213015,,,,",14.01",,
ENSG00000213030,19,23.75666667,"[18.47, 20.45, 32.35]",33.33333333,39.57,"[14.47, 14.57, 89.67]",66.66666667,64.41,CGB8,,,,,,,,,",18.47",",14.47,14.57",,
ENSG00000213121,6,24.77,[24.77],0,0.06,[0.06],100,36.03,AL590867.1,,,,,,,,,,",0.06",,
ENSG00000213214,7,12.21,[12.21],100,18.37,[18.37],100,42.32,ARHGEF35,,,,,,,,,",12.21",",18.37",,
ENSG00000213563,8,30.47333333,"[28.38, 34.46, 28.58]",0,30.38,"[13.18, 63.24, 14.72]",66.66666667,67.88,C8orf82,,,,,,,,,,",13.18,14.72",,
ENSG00000213648,16,2.067142857,"[4.17, 1.76, 3.61, 1.26, 1.26, 1.23, 1.18]",100,3.285714286,"[11.28, 5.9, 5.28, 0.0, 0.0, 0.17, 0.37]",100,54.96,SULT1A4,615819,SULT1A4,"Sulfotransferase family 1A, cytosolic, phenol-preferring, member 4",SULT1A4,445329,ENSG00000213648,,,",4.17,1.76,3.61,1.26,1.26,1.23,1.18",",11.28,5.9,5.28,0,0,0.17,0.37",,
ENSG00000213828,2,32.685,"[31.21, 34.16]",0,31.625,"[12.05, 51.2]",50,67.38,AC017028.1,,,,,,,,,,",12.05",,
ENSG00000213953,2,33.89,"[33.1, 34.68]",0,27.22,"[14.11, 40.33]",50,37.08,AC018867.1,,,,,,,,,,",14.11",,
ENSG00000214109,19,31.56142857,"[33.89, 32.07, 32.72, 25.39, 31.87, 30.82, 34.17]",0,12.07142857,"[24.15, 13.27, 0.66, 12.58, 18.38, 11.82, 3.64]",85.71428571,51.14,AC008686.1,,,,,,,,,,",13.27,0.66,12.58,18.38,11.82,3.64",,
ENSG00000214300,7,20.312,"[29.83, 7.68, 5.06, 14.81, 11.56, 12.6, 30.92, 28.12, 33.0, 29.54]",50,35.379,"[32.54, 7.85, 2.37, 15.03, 3.89, 14.75, 93.32, 38.82, 94.35, 50.87]",50,50.81,SPDYE3,617625,"SPDYE3, SPDYB2","SPEEDY/RINGO cell cycle regulator family, member E3",SPDYE3,441272,ENSG00000214300,,,",7.68,5.06,14.81,11.56,12.6",",7.85,2.37,15.03,3.89,14.75",,
ENSG00000214305,11,30.73333333,"[31.66, 32.02, 28.52]",0,0.813333333,"[0.76, 1.26, 0.42]",100,42.42,AP001024.1,,,,,,,,,,",0.76,1.26,0.42",,
ENSG00000214306,11,27.37,"[19.28, 30.62, 32.21]",33.33333333,7.36,"[9.29, 8.65, 4.14]",100,45.26,AP001024.2,,,,,,,,,",19.28",",9.29,8.65,4.14",,
ENSG00000214357,5,30.634,"[30.03, 32.11, 23.91, 33.87, 33.25]",0,19.602,"[2.52, 6.01, 5.48, 33.7, 50.3]",60,50.74,NEURL1B,615893,"NEURL1B, NEUR2",Neuralized E3 ubiquitin protein ligase 1B,NEURL1B,54492,ENSG00000214357,,,,",2.52,6.01,5.48",,
ENSG00000214413,10,33.7925,"[34.32, 33.59, 32.13, 35.13]",0,26.4325,"[17.8, 41.98, 16.14, 29.81]",50,38.64,BBIP1,613605,"BBIP1, NCRNA00081, BBIP10, BBS18",BBSome interacting protein 1,BBIP1,92482,ENSG00000214413,mutation identified in 1 BBS18 family,"?Bardet-Biedl syndrome 18, 615995 (3), Autosomal recessive",,",17.8,16.14",,
ENSG00000214479,6,32.3,"[33.22, 31.38]",0,6.44,"[9.3, 3.58]",100,34.97,AL139333.1,,,,,,,,,,",9.3,3.58",,
ENSG00000214518,17,14.76,[14.76],100,15.82,[15.82],100,62.89,KRTAP2-2,,,,,,,,,",14.76",",15.82",,
ENSG00000214562,10,18.42571429,"[59.97, 10.39, 6.97, 1.83, 10.82, 15.28, 23.72]",71.42857143,24.89428571,"[99.87, 11.21, 0.38, 0.15, 17.37, 4.46, 40.82]",71.42857143,56.96,NUTM2D,,,,,,,,,",10.39,6.97,1.83,10.82,15.28",",11.21,0.38,0.15,17.37,4.46",,
ENSG00000214645,9,13.16,[13.16],100,0.53,[0.53],100,68.07,AL162389.1,,,,,,,,,",13.16",",0.53",,
ENSG00000214688,10,33.48,[33.48],0,15.82,[15.82],100,55.39,C10orf105,,,,,,,,,,",15.82",,
ENSG00000214708,17,28.455,"[24.87, 32.04]",0,28.31,"[6.35, 50.27]",50,53.66,AC090616.2,,,,,,,,,,",6.35",,
ENSG00000214732,6,32.675,"[31.32, 34.03]",0,24.24,"[33.18, 15.3]",50,52.12,RP1-139D8.6,,,,,,,,,,",15.3",,
ENSG00000214841,7,33.94,"[34.21, 33.54, 34.07]",0,18.83333333,"[16.85, 5.79, 33.86]",66.66666667,38.32,AC005493.1,,,,,,,,,,",16.85,5.79",,
ENSG00000214844,17,3.63,"[3.63, 3.63, 3.63]",100,0,"[0.0, 0.0, 0.0]",100,55.58,AC007952.1,,,,,,,,,",3.63,3.63,3.63",",0,0,0",,
ENSG00000214854,22,29.88,"[26.98, 32.78]",0,22.195,"[12.0, 32.39]",50,54.77,AL031590.1,,,,,,,,,,",12",,
ENSG00000214871,7,32.37,"[31.92, 34.07, 31.12]",0,11.28666667,"[8.76, 23.61, 1.49]",66.66666667,40.06,AC005082.1,,,,,,,,,,",8.76,1.49",,
ENSG00000214919,3,32.64,[32.64],0,9.42,[9.42],100,39.55,AC104472.1,,,,,,,,,,",9.42",,
ENSG00000214921,17,30.54,[30.54],0,13.38,[13.38],100,49.9,AC003102.1,,,,,,,,,,",13.38",,
ENSG00000214940,16,11.84625,"[17.32, 17.3, 17.3, 13.39, 9.88, 5.39, 7.1, 7.09]",100,2.13375,"[0.0, 0.0, 0.0, 11.12, 1.51, 4.44, 0.0, 0.0]",100,53.52,NPIPA8,,,,,,,,,",17.32,17.3,17.3,13.39,9.88,5.39,7.1,7.09",",0,0,0,11.12,1.51,4.44,0,0",,
ENSG00000214967,16,4.24375,"[0.05, 0.05, 10.08, 5.21, 10.44, 3.0, 2.59, 2.53]",100,2.1575,"[0.0, 0.0, 6.53, 2.93, 7.78, 0.01, 0.01, 0.0]",100,46.1,NPIPA7,,,,,,,,,",0.05,0.05,10.08,5.21,10.44,3,2.59,2.53",",0,0,6.53,2.93,7.78,0.01,0.01,0",,
ENSG00000215020,10,8.16,[8.16],100,4.71,[4.71],100,52.91,AL591684.1,,,,,,,,,",8.16",",4.71",,
ENSG00000215033,10,17.69,[17.69],100,19.05,[19.05],100,52.88,AL603965.1,,,,,,,,,",17.69",",19.05",,
ENSG00000215067,17,33.3625,"[34.21, 31.25, 33.57, 34.42]",0,25.4375,"[1.36, 0.5, 73.81, 26.08]",50,43.3,AC027763.2,,,,,,,,,,",1.36,0.5",,
ENSG00000215126,9,7.212727273,"[7.22, 7.22, 7.22, 7.21, 7.21, 7.21, 7.21, 7.21, 7.21, 7.21, 7.21]",100,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",100,35.63,CBWD7,,,,,,,,,",7.22,7.22,7.22,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21",",0,0,0,0,0,0,0,0,0,0,0",,
