geneid,chrom,mean_coverage_genome,coding_exons_genome,proportion of coding exons with coverage below 20_genome,mean_coverage_exome,coding_exons_exome,proportion of coding exons with coverage below 20_exome,Gene % GC content,Gene name,Mim Number,Gene Symbols,Gene Name,Approved Symbol,Entrez Gene ID,Ensembl Gene ID,Comments,Phenotypes,genomes any exon < 20,exomes any exon < 20,routinely tested disease,gene name
ENSG00000175265,15,7.735,"[31.89, 11.43, 2.06, 0.26, 0.0, 0.0, 0.03, 1.43, 10.56, 4.47, 6.02, 8.66, 12.86, 18.27, 7.91, 7.91]",93.75,10.74375,"[77.58, 13.71, 4.01, 1.9, 0.15, 0.0, 0.46, 3.3, 6.34, 3.11, 5.27, 10.28, 7.93, 37.85, 0.01, 0.0]",87.5,44.11,GOLGA8A,616180,"GOLGA8A, KIAA0855","Golgin A8 family, member A",GOLGA8A,23015,ENSG00000175265,,,",11.43,2.06,0.26,0,0,0.03,1.43,10.56,4.47,6.02,8.66,12.86,18.27,7.91,7.91",",13.71,4.01,1.9,0.15,0,0.46,3.3,6.34,3.11,5.27,10.28,7.93,0.01,0",,
ENSG00000176134,9,9.323333333,"[16.93, 1.82, 9.22]",100,1.073333333,"[1.54, 0.08, 1.6]",100,47.36,AL445665.1,,,,,,,,,",16.93,1.82,9.22",",1.54,0.08,1.6",,
ENSG00000176269,8,5.39,[5.39],100,1.37,[1.37],100,45.63,OR4F21,,,,,,,,,",5.39",",1.37",,
ENSG00000176681,17,10.65714286,"[23.46, 5.27, 7.62, 11.84, 7.03, 9.11, 6.18, 2.48, 9.71, 20.76, 9.53, 7.33, 20.73, 8.15]",78.57142857,12.57857143,"[1.57, 0.6, 1.54, 0.85, 1.64, 16.9, 6.29, 0.31, 22.8, 55.77, 8.08, 12.31, 42.65, 4.79]",78.57142857,42.28,LRRC37A,616555,LRRC37A,Leucine-rich repeat-containing protein 37A,LRRC37A,9884,ENSG00000176681,,,",5.27,7.62,11.84,7.03,9.11,6.18,2.48,9.71,9.53,7.33,8.15",",1.57,0.6,1.54,0.85,1.64,16.9,6.29,0.31,8.08,12.31,4.79",,
ENSG00000176797,8,12.37,"[15.09, 9.65]",100,0.15,"[0.07, 0.23]",100,44.76,DEFB103A,,,,,,,,,",15.09,9.65",",0.07,0.23",,
ENSG00000177023,8,9.205,"[3.53, 14.88]",100,7.47,"[1.75, 13.19]",100,44.48,DEFB104B,,,,,,,,,",3.53,14.88",",1.75,13.19",,
ENSG00000177243,8,0.69,"[1.08, 0.3]",100,0.14,"[0.26, 0.02]",100,44.76,DEFB103B,606611,"DEFB103A, DEFB3, HBD3, HBP3","Defensin, beta 103A",DEFB103B,55894,ENSG00000177243,,,",1.08,0.3",",0.26,0.02",,
ENSG00000177257,8,19.25,"[23.29, 15.21]",50,17.355,"[15.07, 19.64]",100,43.26,DEFB4B,,,,,,,,,",15.21",",15.07,19.64",,
ENSG00000178115,15,10.36684211,"[4.2, 11.39, 7.48, 6.99, 10.46, 17.16, 9.44, 26.85, 24.7, 13.84, 4.82, 3.29, 8.93, 15.07, 3.57, 13.66, 5.23, 6.54, 3.35]",89.47368421,6.313157895,"[0.45, 6.37, 3.44, 0.84, 9.21, 1.71, 2.14, 6.49, 19.01, 23.74, 3.62, 0.41, 10.03, 26.5, 0.21, 2.64, 0.49, 2.36, 0.29]",89.47368421,53.28,GOLGA8Q,,,,,,,,,",4.2,11.39,7.48,6.99,10.46,17.16,9.44,13.84,4.82,3.29,8.93,15.07,3.57,13.66,5.23,6.54,3.35",",0.45,6.37,3.44,0.84,9.21,1.71,2.14,6.49,19.01,3.62,0.41,10.03,0.21,2.64,0.49,2.36,0.29",,
ENSG00000178233,6,27.82666667,"[18.1, 33.22, 32.16]",33.33333333,21.3,"[0.24, 42.55, 21.11]",33.33333333,54.71,TMEM151B,,,,,,,,,",18.1",",0.24",,
ENSG00000178287,8,19.55,"[2.81, 8.64, 27.39, 39.36]",50,32.8075,"[1.88, 8.95, 53.35, 67.05]",50,44.79,SPAG11A,,,,,,,,,",2.81,8.64",",1.88,8.95",,
ENSG00000178809,7,11.7575,"[15.05, 9.62, 14.89, 7.47]",100,25.4,"[42.46, 0.0, 43.52, 15.62]",50,53.82,TRIM73,612549,"TRIM73, TRIM50B",Tripartite motif-containing protein 73,TRIM73,375593,ENSG00000178809,,,",15.05,9.62,14.89,7.47",",0,15.62",,
ENSG00000178934,19,13.48,"[13.95, 3.67, 25.22, 11.08]",75,17.395,"[1.92, 0.55, 64.74, 2.37]",75,58.8,LGALS7B,617139,LGALS7B,"Lectin, galactoside-binding, soluble, 7B",LGALS7B,653499,ENSG00000178934,,,",13.95,3.67,11.08",",1.92,0.55,2.37",,
ENSG00000179938,15,11.43684211,"[1.84, 11.74, 4.95, 3.35, 3.77, 3.9, 4.9, 8.04, 17.1, 15.65, 9.17, 17.75, 14.56, 20.24, 18.92, 17.93, 10.82, 17.1, 15.57]",94.73684211,13.84105263,"[0.71, 20.12, 1.06, 0.18, 0.06, 0.54, 1.83, 4.55, 16.05, 37.04, 8.37, 23.81, 19.41, 21.74, 41.77, 23.25, 17.08, 19.11, 6.3]",68.42105263,53.15,GOLGA8J,,,,,,,,,",1.84,11.74,4.95,3.35,3.77,3.9,4.9,8.04,17.1,15.65,9.17,17.75,14.56,18.92,17.93,10.82,17.1,15.57",",0.71,1.06,0.18,0.06,0.54,1.83,4.55,16.05,8.37,19.41,17.08,19.11,6.3",,
ENSG00000181588,19,23.995,"[28.06, 19.93]",50,16.77,"[27.68, 5.86]",50,60.48,MEX3D,611009,"MEX3D, RKHD1, TINO, KIAA2031","Mex-3, C. elegans, homolog of, D",MEX3D,399664,ENSG00000181588,,,",19.93",",5.86",,
ENSG00000181625,16,13.75333333,"[13.0, 12.28, 11.74, 14.16, 17.81, 13.53]",100,8.446666667,"[0.02, 1.16, 0.05, 10.37, 27.16, 11.92]",83.33333333,59.99,SLX1B,615823,"SLX1B, GIYD2","SLX1 structure-specific endonuclease subunit, S. cerevisiae, homolog of, B",SLX1B,79008,ENSG00000181625,,,",13,12.28,11.74,14.16,17.81,13.53",",0.02,1.16,0.05,10.37,11.92",,
ENSG00000182217,1,0.36,[0.36],100,0,[0.0],100,46.89,HIST2H4B,,,,,,,,,",0.36",",0",,
ENSG00000182230,5,21.59526316,"[7.54, 9.35, 14.37, 2.75, 20.95, 24.94, 11.33, 33.81, 38.95, 31.16, 41.44, 34.64, 12.54, 38.22, 29.82, 21.26, 6.33, 12.9, 18.01]",47.36842105,40.19526316,"[3.19, 31.53, 50.45, 1.19, 32.46, 27.11, 42.35, 71.81, 90.5, 71.73, 98.77, 63.88, 4.74, 87.29, 42.41, 10.62, 0.97, 14.39, 18.32]",36.84210526,44.41,FAM153B,,,,,,,,,",7.54,9.35,14.37,2.75,11.33,12.54,6.33,12.9,18.01",",3.19,1.19,4.74,10.62,0.97,14.39,18.32",,
ENSG00000182315,19,16.405,"[29.12, 3.69]",50,14.955,"[27.26, 2.65]",50,47.7,MBD3L3,,,,,,,,,",3.69",",2.65",,
ENSG00000182330,1,1.85,"[2.12, 1.83, 1.6]",100,0.083333333,"[0.0, 0.25, 0.0]",100,49.95,PRAMEF8,,,,,,,,,",2.12,1.83,1.6",",0,0.25,0",,
ENSG00000182774,15,0.22,"[0.22, 0.22, 0.22, 0.22, 0.22]",100,0,"[0.0, 0.0, 0.0, 0.0, 0.0]",100,49.9,RPS17L,180472,"RPS17, RPS17L1, RPS17L2, DBA4",Ribosomal protein S17,RPS17,6218,ENSG00000182774,previously on chr.11; pseudogenes on 5q33-qter and 17q,"Diamond-Blackfan anemia 4, 612527 (3), Autosomal dominant",",0.22,0.22,0.22,0.22,0.22",",0,0,0,0,0",,
ENSG00000182783,1,10.64,[10.64],100,12.59,[12.59],100,49.41,OR2T29,,,,,,,,,",10.64",",12.59",,
ENSG00000182824,22,19.2925,"[85.82, 28.21, 1.18, 7.0, 2.37, 15.14, 8.35, 6.27]",75,2.25625,"[0.26, 0.01, 0.37, 5.26, 0.22, 6.26, 0.31, 5.36]",100,42.52,AC008132.1,,,,,,,,,",1.18,7,2.37,15.14,8.35,6.27",",0.26,0.01,0.37,5.26,0.22,6.26,0.31,5.36",,
ENSG00000183038,22,10.088,"[16.48, 12.37, 9.57, 7.22, 4.8]",100,4.588,"[9.73, 1.91, 3.79, 6.58, 0.93]",100,61.99,GGTLC3,,,,,,,,,",16.48,12.37,9.57,7.22,4.8",",9.73,1.91,3.79,6.58,0.93",,
ENSG00000183054,2,7.405652174,"[7.58, 7.58, 7.58, 7.58, 7.55, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 7.52, 4.62]",100,0.217391304,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0]",100,39.28,RGPD6,612709,"RGPD6, RGP6",RANBP2-like and GRIP domain-containing protein 6,RGPD6,729540,ENSG00000183054,,,",7.58,7.58,7.58,7.58,7.55,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52,4.62",",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5",,
ENSG00000183086,7,2.203333333,"[7.08, 3.3, 2.22, 0.23, 0.36, 1.57, 1.69, 1.69, 1.69]",100,0.372222222,"[0.34, 1.26, 1.02, 0.17, 0.14, 0.42, 0.0, 0.0, 0.0]",100,52.4,GATSL1,,,,,,,,,",7.08,3.3,2.22,0.23,0.36,1.57,1.69,1.69,1.69",",0.34,1.26,1.02,0.17,0.14,0.42,0,0,0",,
ENSG00000183148,9,5.393333333,"[30.69, 9.96, 5.63, 4.88, 3.31, 3.98, 2.75, 2.47, 1.28, 0.92, 1.09, 1.34, 2.79, 3.99, 5.82]",93.33333333,2.305333333,"[26.09, 4.95, 1.85, 0.0, 0.23, 1.01, 0.07, 0.06, 0.0, 0.0, 0.0, 0.0, 0.11, 0.0, 0.21]",93.33333333,36.06,ANKRD20A2,,,,,,,,,",9.96,5.63,4.88,3.31,3.98,2.75,2.47,1.28,0.92,1.09,1.34,2.79,3.99,5.82",",4.95,1.85,0,0.23,1.01,0.07,0.06,0,0,0,0,0.11,0,0.21",,
ENSG00000183246,22,0.78,[0.78],100,0.16,[0.16],100,62.51,RIMBP3C,612701,RIMBP3C,RIMS-binding protein 3C,RIMBP3C,150221,ENSG00000183246,,,",0.78",",0.16",,
ENSG00000183281,2,5.056666667,"[6.55, 0.84, 7.78]",100,4.08,"[7.22, 1.38, 3.64]",100,39.59,PLGLB1,173340,"PLGLB1, PLGL, PRGB",Plasminogen-like B1,PLGLB1,5343,ENSG00000183281,,,",6.55,0.84,7.78",",7.22,1.38,3.64",,
ENSG00000183336,16,13.07,"[13.07, 13.07, 13.07]",100,0,"[0.0, 0.0, 0.0]",100,63.12,BOLA2,613182,BOLA2,"BolA, E. coli, homolog of, 2",BOLA2,552900,ENSG00000183336,,,",13.07,13.07,13.07",",0,0,0",,
ENSG00000183426,16,10.03875,"[8.3, 1.94, 22.53, 8.09, 2.38, 5.19, 3.01, 28.87]",75,8.1525,"[1.52, 1.51, 4.43, 1.35, 0.86, 4.72, 3.25, 47.58]",87.5,53.53,NPIPA1,606406,NPIP,Nuclear pore complex-interacting protein,NPIPA1,9284,ENSG00000183426,,,",8.3,1.94,8.09,2.38,5.19,3.01",",1.52,1.51,4.43,1.35,0.86,4.72,3.25",,
ENSG00000183474,5,9.71,"[12.75, 27.43, 11.28, 1.65, 11.19, 11.56, 20.12, 1.76, 1.18, 26.34, 7.86, 3.35, 2.18, 6.3, 0.7]",80,16.00466667,"[13.68, 48.86, 12.72, 0.74, 14.31, 8.08, 53.99, 0.17, 0.07, 76.4, 8.37, 0.0, 0.0, 2.54, 0.14]",80,38.56,GTF2H2C,,,,,,,,,",12.75,11.28,1.65,11.19,11.56,1.76,1.18,7.86,3.35,2.18,6.3,0.7",",13.68,12.72,0.74,14.31,8.08,0.17,0.07,8.37,0,0,2.54,0.14",,
ENSG00000183569,22,22.14083333,"[32.11, 14.81, 2.18, 1.47, 7.83, 25.21, 17.27, 32.45, 33.6, 32.44, 34.99, 31.33]",41.66666667,43.27583333,"[51.21, 12.33, 5.1, 1.49, 12.46, 74.93, 0.02, 70.53, 70.68, 77.54, 66.32, 76.7]",41.66666667,54.45,SERHL2,,,,,,,,,",14.81,2.18,1.47,7.83,17.27",",12.33,5.1,1.49,12.46,0.02",,
ENSG00000183629,15,6.244736842,"[2.3, 2.27, 2.27, 2.29, 10.08, 2.1, 13.19, 5.72, 3.19, 3.59, 14.33, 8.0, 7.92, 7.91, 5.33, 8.66, 0.58, 5.42, 13.5]",100,2.896315789,"[0.01, 0.0, 0.03, 0.13, 22.86, 0.22, 6.16, 13.91, 3.06, 0.6, 1.42, 0.01, 0.01, 0.03, 0.24, 0.63, 0.36, 1.8, 3.55]",94.73684211,49.13,GOLGA8G,,,,,,,,,",2.3,2.27,2.27,2.29,10.08,2.1,13.19,5.72,3.19,3.59,14.33,8,7.92,7.91,5.33,8.66,0.58,5.42,13.5",",0.01,0,0.03,0.13,0.22,6.16,13.91,3.06,0.6,1.42,0.01,0.01,0.03,0.24,0.63,0.36,1.8,3.55",,
ENSG00000183675,10,7.666,"[22.26, 11.57, 5.25, 2.46, 14.61, 2.18, 4.35, 2.87, 9.07, 2.04]",90,6.439,"[0.11, 30.33, 0.0, 0.02, 26.74, 0.38, 0.01, 0.01, 5.0, 1.79]",80,36.85,PTPN20B,,,,,,,,,",11.57,5.25,2.46,14.61,2.18,4.35,2.87,9.07,2.04",",0.11,0,0.02,0.38,0.01,0.01,5,1.79",,
ENSG00000183748,10,6.968666667,"[1.22, 12.42, 2.79, 15.03, 10.87, 5.64, 23.84, 13.69, 11.44, 4.4, 14.9, 7.07, 2.71, 2.71, 2.71, 2.14, 2.25, 2.66, 8.15, 6.33, 4.5, 6.42, 8.95, 4.42, 2.78, 1.36, 2.96, 16.82, 4.81, 3.07]",96.66666667,11.51566667,"[0.53, 41.55, 1.78, 56.66, 19.36, 3.02, 64.63, 0.16, 18.46, 0.0, 41.49, 7.1, 0.0, 0.0, 0.0, 0.4, 0.4, 0.03, 11.82, 4.0, 0.51, 4.37, 1.68, 1.35, 0.35, 0.28, 0.11, 61.7, 3.59, 0.14]",83.33333333,39.22,MRC1L1,,,,,,,,,",1.22,12.42,2.79,15.03,10.87,5.64,13.69,11.44,4.4,14.9,7.07,2.71,2.71,2.71,2.14,2.25,2.66,8.15,6.33,4.5,6.42,8.95,4.42,2.78,1.36,2.96,16.82,4.81,3.07",",0.53,1.78,19.36,3.02,0.16,18.46,0,7.1,0,0,0,0.4,0.4,0.03,11.82,4,0.51,4.37,1.68,1.35,0.35,0.28,0.11,3.59,0.14",,
ENSG00000183793,16,12.5925,"[33.73, 7.21, 3.68, 18.72, 11.05, 14.03, 4.32, 8.0]",87.5,13.5225,"[72.18, 0.41, 0.64, 9.62, 3.57, 15.65, 1.57, 4.54]",87.5,45.86,NPIPA5,,,,,,,,,",7.21,3.68,18.72,11.05,14.03,4.32,8",",0.41,0.64,9.62,3.57,15.65,1.57,4.54",,
ENSG00000183889,16,1.46625,"[2.59, 1.85, 1.18, 0.18, 0.13, 1.6, 3.72, 0.48]",100,0.32875,"[0.48, 0.0, 1.57, 0.48, 0.0, 0.04, 0.06, 0.0]",100,55.2,NPIPA7,,,,,,,,,",2.59,1.85,1.18,0.18,0.13,1.6,3.72,0.48",",0.48,0,1.57,0.48,0,0.04,0.06,0",,
ENSG00000184040,10,1.915,"[1.48, 3.9, 0.96, 1.32]",100,2.3975,"[0.36, 7.63, 0.39, 1.21]",100,40.75,TMEM236,,,,,,,,,",1.48,3.9,0.96,1.32",",0.36,7.63,0.39,1.21",,
ENSG00000184110,16,6.0155,"[0.67, 1.08, 1.06, 1.06, 1.06, 1.06, 1.06, 43.71, 30.22, 6.64, 6.64, 6.64, 4.17, 3.47, 2.85, 1.82, 1.78, 1.77, 1.77, 1.78]",90,9.308,"[0.12, 0.04, 0.01, 0.0, 0.0, 0.0, 0.0, 98.02, 86.58, 0.01, 0.0, 0.0, 0.08, 0.93, 0.12, 0.02, 0.01, 0.0, 0.07, 0.15]",90,48.48,EIF3C,603916,"EIF3C, EIF3S8","Eukaryotic translation initiation factor 3, subunit C",EIF3C,8663,ENSG00000184110,,,",0.67,1.08,1.06,1.06,1.06,1.06,1.06,6.64,6.64,6.64,4.17,3.47,2.85,1.82,1.78,1.77,1.77,1.78",",0.12,0.04,0.01,0,0,0,0,0.01,0,0,0.08,0.93,0.12,0.02,0.01,0,0.07,0.15",,
ENSG00000184206,15,13.45444444,"[17.9, 9.5, 9.44, 7.41, 15.92, 9.66, 24.79, 4.13, 22.34]",77.77777778,9.921111111,"[4.42, 0.0, 0.06, 0.24, 13.69, 16.02, 4.51, 7.59, 42.76]",88.88888889,48.06,GOLGA6L4,,,,,,,,,",17.9,9.5,9.44,7.41,15.92,9.66,4.13",",4.42,0,0.06,0.24,13.69,16.02,4.51,7.59",,
ENSG00000184227,14,20.53333333,"[24.01, 21.87, 15.72]",33.33333333,42.36,"[18.73, 64.0, 44.35]",33.33333333,49.47,ACOT1,614313,ACOT1,Acyl-CoA thioesterase 1,ACOT1,641371,ENSG00000184227,,,",15.72",",18.73",,
ENSG00000184659,9,11.82,[11.82],100,0,[0.0],100,54.23,FOXD4L4,611085,"FOXD4L4, FOXD4L2",Forkhead box D4-like 4,FOXD4L4,349334,ENSG00000184659,,,",11.82",",0",,
ENSG00000184761,2,2.4525,"[2.74, 2.6, 2.04, 2.43]",100,0.5525,"[0.88, 0.0, 0.35, 0.98]",100,55.3,AC013269.5,,,,,,,,,",2.74,2.6,2.04,2.43",",0.88,0,0.35,0.98",,
ENSG00000184779,15,5.35,"[5.59, 5.59, 5.59, 3.98, 6.0]",100,2.67,"[0.0, 0.0, 0.0, 1.59, 11.76]",100,49.88,RPS17,,,,,,,,,",5.59,5.59,5.59,3.98,6",",0,0,0,1.59,11.76",,
ENSG00000184923,10,19.32,"[18.24, 29.52, 36.24, 13.37, 21.99, 3.57, 12.31]",57.14285714,9.947142857,"[2.41, 38.23, 0.07, 0.07, 12.98, 2.7, 13.17]",85.71428571,58.55,NUTM2A,,,,,,,,,",18.24,13.37,3.57,12.31",",2.41,0.07,0.07,12.98,2.7,13.17",,
ENSG00000184945,2,19.65,"[34.48, 27.19, 5.0, 11.93]",50,34.195,"[81.5, 51.6, 2.84, 0.84]",50,62.55,AQP12A,609789,"AQP12A, AQPX2, AQP12",Aquaporin 12A,AQP12A,375318,ENSG00000184945,,,",5,11.93",",2.84,0.84",,
ENSG00000185128,17,10.98153846,"[21.09, 12.95, 18.55, 9.13, 46.97, 11.3, 3.77, 3.45, 2.81, 2.81, 4.41, 4.01, 1.51]",84.61538462,7.169230769,"[0.01, 0.03, 0.13, 0.23, 80.53, 0.75, 0.01, 0.0, 0.03, 0.12, 2.71, 8.64, 0.01]",92.30769231,60.13,TBC1D3F,,,,,,,,,",12.95,18.55,9.13,11.3,3.77,3.45,2.81,2.81,4.41,4.01,1.51",",0.01,0.03,0.13,0.23,0.75,0.01,0,0.03,0.12,2.71,8.64,0.01",,
ENSG00000185164,16,12.044375,"[15.72, 5.14, 5.17, 1.8, 2.4, 0.36, 0.3, 0.29, 0.29, 0.29, 0.23, 0.14, 17.8, 32.0, 0.9, 11.25, 15.59, 23.44, 11.65, 32.25, 27.5, 28.17, 21.23, 8.1, 10.82, 25.67, 8.86, 9.92, 12.63, 6.64, 23.11, 25.76]",71.875,15.7296875,"[0.0, 0.0, 0.0, 1.18, 0.15, 0.0, 0.04, 0.0, 0.0, 0.0, 0.01, 0.04, 9.78, 64.01, 0.03, 2.74, 4.94, 33.81, 6.23, 86.55, 62.51, 64.67, 25.63, 1.88, 2.29, 60.97, 2.57, 9.19, 3.35, 1.27, 36.15, 23.36]",71.875,45.53,NOMO2,609158,NOMO2,Nodal modulator 2,NOMO2,283820,ENSG00000185164,,,",15.72,5.14,5.17,1.8,2.4,0.36,0.3,0.29,0.29,0.29,0.23,0.14,17.8,0.9,11.25,15.59,11.65,8.1,10.82,8.86,9.92,12.63,6.64",",0,0,0,1.18,0.15,0,0.04,0,0,0,0.01,0.04,9.78,0.03,2.74,4.94,6.23,1.88,2.29,2.57,9.19,3.35,1.27",,
ENSG00000185176,2,17.15666667,"[9.24, 11.07, 31.16]",66.66666667,24.31,"[2.04, 9.62, 61.27]",66.66666667,62.83,AQP12B,,,,,,,,,",9.24,11.07",",2.04,9.62",,
ENSG00000185304,2,7.443478261,"[1.19, 10.63, 1.82, 4.88, 20.77, 10.63, 5.31, 4.25, 4.02, 4.02, 4.02, 3.9, 3.72, 6.4, 6.77, 3.74, 2.28, 4.8, 4.57, 3.36, 3.36, 28.01, 28.75]",86.95652174,3.695652174,"[0.47, 1.28, 0.01, 10.22, 4.46, 0.0, 1.95, 0.83, 0.0, 0.0, 0.0, 0.03, 0.53, 6.46, 0.11, 0.0, 0.31, 0.0, 0.07, 0.0, 0.0, 17.76, 40.51]",95.65217391,37.01,RGPD2,612705,"RGPD2, RGP2",RANBP2-like and GRIP domain-containing protein 2,RGPD2,729857,ENSG00000185304,,,",1.19,10.63,1.82,4.88,10.63,5.31,4.25,4.02,4.02,4.02,3.9,3.72,6.4,6.77,3.74,2.28,4.8,4.57,3.36,3.36",",0.47,1.28,0.01,10.22,4.46,0,1.95,0.83,0,0,0,0.03,0.53,6.46,0.11,0,0.31,0,0.07,0,0,17.76",,
ENSG00000185818,4,27.89666667,"[19.88, 31.87, 31.94]",33.33333333,40.99,"[6.32, 53.76, 62.89]",33.33333333,66.04,NAT8L,610647,"NAT8L, CML3, NACED",N-acetyltransferase 8-like,NAT8L,339983,ENSG00000185818,mutation identified in 1 patient,"?N-acetylaspartate deficiency, 614063 (3), Autosomal recessive",",19.88",",6.32",,
ENSG00000185829,17,4.866666667,"[6.56, 4.31, 3.73]",100,0.86,"[2.53, 0.03, 0.02]",100,43.35,ARL17A,,,,,,,,,",6.56,4.31,3.73",",2.53,0.03,0.02",,
ENSG00000185864,16,10.28,"[2.09, 1.71, 3.52, 4.7, 4.7, 23.25, 6.19, 25.43, 20.93]",66.66666667,6.752222222,"[0.13, 2.58, 14.29, 0.0, 0.0, 28.73, 2.09, 12.95, 0.0]",88.88888889,45.38,NPIPB4,,,,,,,,,",2.09,1.71,3.52,4.7,4.7,6.19",",0.13,2.58,14.29,0,0,2.09,12.95,0",,
ENSG00000186086,1,8.515714286,"[14.53, 10.9, 3.91, 1.15, 1.15, 1.15, 1.12, 8.21, 1.34, 1.27, 1.1, 11.74, 27.79, 33.86]",85.71428571,9.189285714,"[3.51, 16.49, 2.72, 0.0, 0.0, 0.0, 0.01, 3.48, 1.16, 0.09, 0.0, 25.29, 45.07, 30.83]",78.57142857,40.25,NBPF6,613996,NBPF6,"Neuroblastoma breakpoint family, member 6",NBPF6,653149,ENSG00000186086,,,",14.53,10.9,3.91,1.15,1.15,1.15,1.12,8.21,1.34,1.27,1.1,11.74",",3.51,16.49,2.72,0,0,0,0.01,3.48,1.16,0.09,0",,
ENSG00000186275,1,5.357435897,"[22.19, 35.16, 32.67, 28.5, 6.72, 9.66, 6.54, 6.97, 6.24, 5.42, 19.91, 11.69, 2.93, 5.06, 1.8, 5.23, 5.9, 6.83, 2.17, 16.2, 4.18, 3.96, 3.96, 3.94, 3.94, 3.94, 3.94, 3.94, 3.94, 3.92, 3.9, 3.9, 3.9, 3.9, 3.9, 3.9, 3.88, 3.88, 3.88, 3.87, 3.87, 3.87, 3.87, 3.87, 3.87, 3.85, 3.83, 3.09, 3.04, 3.04, 3.04, 3.04, 2.89, 2.29, 1.89, 1.88, 1.87, 1.87, 1.87, 1.87, 1.88, 2.69, 1.51, 1.12, 0.94, 0.92, 0.92, 0.92, 0.91, 1.28, 0.65, 4.69, 0.93, 0.82, 0.82, 0.82, 0.94, 20.05]",93.58974359,5.248589744,"[16.13, 88.58, 56.69, 64.23, 13.73, 11.3, 5.72, 2.51, 2.37, 3.29, 31.12, 8.02, 0.14, 1.14, 1.25, 0.71, 0.31, 0.14, 1.89, 17.18, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.76, 0.84, 0.0, 0.0, 0.0, 0.0, 0.59, 1.58, 0.0, 4.3, 0.0, 0.0, 0.0, 0.0, 4.21, 70.63]",93.58974359,44.07,NBPF12,,,,,,,,,",6.72,9.66,6.54,6.97,6.24,5.42,19.91,11.69,2.93,5.06,1.8,5.23,5.9,6.83,2.17,16.2,4.18,3.96,3.96,3.94,3.94,3.94,3.94,3.94,3.94,3.92,3.9,3.9,3.9,3.9,3.9,3.9,3.88,3.88,3.88,3.87,3.87,3.87,3.87,3.87,3.87,3.85,3.83,3.09,3.04,3.04,3.04,3.04,2.89,2.29,1.89,1.88,1.87,1.87,1.87,1.87,1.88,2.69,1.51,1.12,0.94,0.92,0.92,0.92,0.91,1.28,0.65,4.69,0.93,0.82,0.82,0.82,0.94",",16.13,13.73,11.3,5.72,2.51,2.37,3.29,8.02,0.14,1.14,1.25,0.71,0.31,0.14,1.89,17.18,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.76,0.84,0,0,0,0,0.59,1.58,0,4.3,0,0,0,0,4.21",,
ENSG00000186281,2,22.07714286,"[33.41, 33.81, 34.82, 35.76, 36.73, 33.93, 30.5, 34.3, 32.51, 30.45, 34.92, 29.85, 1.29, 0.98, 0.97, 1.66, 10.85, 2.76, 0.9, 21.87, 21.35]",33.33333333,39.56333333,"[32.67, 92.92, 77.21, 45.21, 72.89, 44.72, 33.01, 90.1, 91.63, 21.04, 71.79, 42.73, 1.36, 0.2, 0.01, 0.46, 5.84, 3.96, 0.25, 59.7, 43.13]",33.33333333,55.41,GPAT2,616431,GPAT2,"Glycerol-3-phosphate acyltransferase 2, mitochondrial",GPAT2,150763,ENSG00000186281,,,",1.29,0.98,0.97,1.66,10.85,2.76,0.9",",1.36,0.2,0.01,0.46,5.84,3.96,0.25",,
ENSG00000186399,15,7.674210526,"[3.75, 2.91, 2.17, 4.09, 4.05, 2.86, 1.67, 15.71, 56.19, 24.48, 6.4, 3.83, 2.55, 1.23, 9.05, 1.14, 1.19, 1.58, 0.96]",89.47368421,8.745263158,"[0.11, 0.32, 1.31, 1.5, 0.3, 1.72, 1.06, 16.78, 92.52, 19.57, 13.29, 3.08, 1.9, 0.42, 9.53, 0.25, 1.28, 1.19, 0.03]",94.73684211,53.42,GOLGA8R,,,,,,,,,",3.75,2.91,2.17,4.09,4.05,2.86,1.67,15.71,6.4,3.83,2.55,1.23,9.05,1.14,1.19,1.58,0.96",",0.11,0.32,1.31,1.5,0.3,1.72,1.06,16.78,19.57,13.29,3.08,1.9,0.42,9.53,0.25,1.28,1.19,0.03",,
